Date Collected,MLVA Type,MLVA Loci Size
29/02/2012,3-19-14-13-523,162-283-342-383-523
29/02/2012,3-9-7-13-523,162-223-300-383-523
29/02/2012,3-9-7-15-523,162-223-300-395-523
29/02/2012,3-9-8-13-523,162-223-306-383-523
1/03/2012,3-10-7-12-523,162-229-300-377-523
1/03/2012,3-10-8-9-523,162-229-306-359-523
1/03/2012,3-11-13-12-496,162-235-336-377-496
1/03/2012,3-12-16-13-523,162-241-354-383-523
1/03/2012,3-9-7-13-523,162-223-300-383-523
1/03/2012,3-9-7-13-523,162-223-300-383-523
1/03/2012,3-9-8-13-523,162-223-306-383-523
1/03/2012,3-9-8-13-523,162-223-306-383-523
1/03/2012,4-16-10-0-490,171-265-318-0-490
2/03/2012,3-10-7-15-523,162-229-300-395-523
2/03/2012,3-10-8-9-523,162-229-306-359-523
2/03/2012,3-10-8-9-523,162-229-306-359-523
2/03/2012,3-12-15-13-523,162-241-348-383-523
2/03/2012,3-9-7-15-523,162-223-300-395-523
3/03/2012,3-10-7-15-523,162-229-300-395-523
3/03/2012,3-10-8-9-523,162-229-306-359-523
3/03/2012,3-10-8-9-523,162-229-306-359-523
3/03/2012,3-10-8-9-523,162-229-306-359-523
3/03/2012,3-10-8-9-523,162-229-306-359-523
3/03/2012,3-10-8-9-523,162-229-306-359-523
3/03/2012,3-11-8-13-523,162-235-306-383-523
3/03/2012,3-12-15-13-523,162-241-348-383-523
3/03/2012,3-9-7-13-523,162-223-300-383-523
3/03/2012,3-9-7-13-523,162-223-300-383-523
3/03/2012,3-9-7-13-523,162-223-300-383-523
4/03/2012,3-10-7-12-523,162-229-300-377-523
4/03/2012,3-10-8-9-523,162-229-306-359-523
4/03/2012,3-10-8-9-523,162-229-306-359-523
4/03/2012,3-10-8-9-523,162-229-306-359-523
5/03/2012,3-10-7-15-523,162-229-300-395-523
5/03/2012,3-10-8-9-523,162-229-306-359-523
5/03/2012,3-10-8-9-523,162-229-306-359-523
5/03/2012,3-10-8-9-523,162-229-306-359-523
5/03/2012,3-10-8-9-523,162-229-306-359-523
5/03/2012,3-13-8-14-523,162-247-306-389-523
5/03/2012,3-25-13-8-523,162-319-336-353-523
5/03/2012,3-9-7-13-523,162-223-300-383-523
6/03/2012,3-10-7-12-523,162-229-300-377-523
6/03/2012,3-10-7-15-523,162-229-300-395-523
6/03/2012,3-10-7-15-523,162-229-300-395-523
6/03/2012,3-10-8-9-523,162-229-306-359-523
6/03/2012,3-13-17-15-523,162-247-360-395-523
6/03/2012,3-19-10-13-523,162-283-318-383-523
6/03/2012,3-9-7-13-496,162-223-300-383-496
6/03/2012,3-9-7-13-523,162-223-300-383-523
7/03/2012,3-10-15-12-430,162-229-348-377-430
7/03/2012,3-10-15-12-496,162-229-348-377-496
7/03/2012,3-10-7-12-523,162-229-300-377-523
7/03/2012,3-10-7-15-523,162-229-300-395-523
7/03/2012,3-10-7-15-523,162-229-300-395-523
7/03/2012,3-10-7-15-523,162-229-300-395-523
7/03/2012,3-10-7-15-523,162-229-300-395-523
7/03/2012,3-10-8-13-523,162-229-306-383-523
7/03/2012,3-11-8-13-523,162-235-306-383-523
7/03/2012,3-12-15-14-523,162-241-348-389-523
7/03/2012,3-16-11-11-523,162-265-324-371-523
7/03/2012,3-9-7-13-496,162-223-300-383-496
7/03/2012,3-9-8-13-523,162-223-306-383-523
7/03/2012,3-9-9-13-523,162-223-312-383-523
8/03/2012,3-10-14-12-496,162-229-342-377-496
8/03/2012,3-10-15-12-496,162-229-348-377-496
8/03/2012,3-10-7-15-523,162-229-300-395-523
8/03/2012,3-10-8-9-523,162-229-306-359-523
8/03/2012,3-10-8-9-523,162-229-306-359-523
8/03/2012,3-12-15-13-523,162-241-348-383-523
8/03/2012,3-12-9-13-523,162-241-312-383-523
8/03/2012,3-9-8-13-523,162-223-306-383-523
8/03/2012,3-9-8-14-523,162-223-306-389-523
9/03/2012,3-10-15-12-496,162-229-348-377-496
9/03/2012,3-10-7-15-523,162-229-300-395-523
9/03/2012,3-10-7-15-523,162-229-300-395-523
9/03/2012,3-10-8-10-523,162-229-306-365-523
9/03/2012,3-10-8-10-523,162-229-306-365-523
9/03/2012,3-10-8-9-523,162-229-306-359-523
9/03/2012,3-12-14-13-523,162-241-342-383-523
9/03/2012,3-12-9-10-523,162-241-312-365-523
9/03/2012,3-14-9-10-523,162-253-312-365-523
9/03/2012,3-16-10-11-523,162-265-318-371-523
9/03/2012,3-16-11-10-523,162-265-324-365-523
9/03/2012,3-9-7-13-523,162-223-300-383-523
9/03/2012,4-16-18-27-517,171-265-366-467-517
10/03/2012,3-10-7-12-523,162-229-300-377-523
10/03/2012,3-10-7-12-523,162-229-300-377-523
10/03/2012,3-10-8-9-523,162-229-306-359-523
10/03/2012,3-9-7-13-523,162-223-300-383-523
10/03/2012,3-9-8-13-523,162-223-306-383-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-7-15-523,162-229-300-395-523
12/03/2012,3-10-8-10-523,162-229-306-365-523
12/03/2012,3-10-8-10-523,162-229-306-365-523
12/03/2012,3-10-8-9-523,162-229-306-359-523
12/03/2012,3-10-8-9-523,162-229-306-359-523
12/03/2012,3-13-8-0-523,162-247-306-0-523
12/03/2012,3-14-9-14-523,162-253-312-389-523
12/03/2012,3-15-11-11-523,162-259-324-371-523
12/03/2012,3-16-11-10-523,162-265-324-365-523
12/03/2012,3-9-7-13-523,162-223-300-383-523
12/03/2012,3-9-7-13-523,162-223-300-383-523
12/03/2012,4-16-18-27-517,171-265-366-467-517
13/03/2012,3-10-13-13-496,162-229-336-383-496
13/03/2012,3-10-7-15-523,162-229-300-395-523
13/03/2012,3-10-8-9-523,162-229-306-359-523
13/03/2012,3-10-8-9-523,162-229-306-359-523
13/03/2012,3-16-11-10-523,162-265-324-365-523
13/03/2012,3-25-12-13-523,162-319-330-383-523
13/03/2012,3-9-8-13-523,162-223-306-383-523
13/03/2012,3-9-8-14-523,162-223-306-389-523
13/03/2012,4-16-18-27-517,171-265-366-467-517
14/03/2012,3-10-8-9-523,162-229-306-359-523
14/03/2012,3-12-11-13-523,162-241-324-383-523
14/03/2012,3-12-15-13-523,162-241-348-383-523
14/03/2012,3-12-15-13-523,162-241-348-383-523
14/03/2012,3-14-9-11-550,162-253-312-371-550
14/03/2012,3-16-11-11-523,162-265-324-371-523
14/03/2012,3-9-8-13-523,162-223-306-383-523
14/03/2012,3-9-8-13-523,162-223-306-383-523
14/03/2012,3-9-9-12-523,162-223-312-377-523
15/03/2012,3-10-7-15-523,162-229-300-395-523
15/03/2012,3-12-11-12-523,162-241-324-377-523
15/03/2012,3-12-11-13-523,162-241-324-383-523
15/03/2012,3-12-16-13-523,162-241-354-383-523
15/03/2012,3-15-12-11-523,162-259-330-371-523
15/03/2012,3-16-11-11-523,162-265-324-371-523
15/03/2012,3-16-11-11-523,162-265-324-371-523
15/03/2012,3-9-9-12-523,162-223-312-377-523
16/03/2012,3-10-7-15-523,162-229-300-395-523
16/03/2012,3-10-8-9-523,162-229-306-359-523
16/03/2012,3-10-8-9-523,162-229-306-359-523
16/03/2012,3-10-8-9-523,162-229-306-359-523
16/03/2012,3-15-11-10-523,162-259-324-365-523
16/03/2012,3-9-7-12-523,162-223-300-377-523
16/03/2012,3-9-7-13-523,162-223-300-383-523
16/03/2012,3-9-9-12-523,162-223-312-377-523
16/03/2012,3-9-9-12-523,162-223-312-377-523
17/03/2012,3-16-11-11-523,162-265-324-371-523
17/03/2012,3-9-9-12-523,162-223-312-377-523
17/03/2012,5-11-18-15-490,180-235-366-395-490
18/03/2012,3-15-9-11-523,162-259-312-371-523
18/03/2012,5-11-18-15-490,180-235-366-395-490
19/03/2012,3-10-15-12-496,162-229-348-377-496
19/03/2012,3-10-7-12-523,162-229-300-377-523
19/03/2012,3-10-7-15-523,162-229-300-395-523
19/03/2012,3-10-7-15-523,162-229-300-395-523
19/03/2012,3-12-8-13-523,162-241-306-383-523
19/03/2012,3-14-9-14-523,162-253-312-389-523
19/03/2012,3-9-8-13-523,162-223-306-383-523
19/03/2012,4-11-6-0-463,171-235-294-0-463
20/03/2012,3-11-7-9-523,162-235-300-359-523
20/03/2012,3-12-11-13-523,162-241-324-383-523
20/03/2012,3-12-11-13-523,162-241-324-383-523
20/03/2012,3-12-11-13-523,162-241-324-383-523
20/03/2012,3-15-11-12-523,162-259-324-377-523
20/03/2012,3-16-11-11-523,162-265-324-371-523
20/03/2012,3-9-9-12-523,162-223-312-377-523
21/03/2012,3-13-10-11-523,162-247-318-371-523
21/03/2012,3-16-11-10-523,162-265-324-365-523
21/03/2012,3-19-10-13-523,162-283-318-383-523
21/03/2012,3-9-7-15-523,162-223-300-395-523
21/03/2012,3-9-8-13-523,162-223-306-383-523
21/03/2012,3-9-9-12-523,162-223-312-377-523
21/03/2012,4-15-9-0-490,171-259-312-0-490
21/03/2012,4-20-10-0-490,171-289-318-0-490
21/03/2012,4-20-10-0-490,171-289-318-0-490
22/03/2012,3-12-9-12-523,162-241-312-377-523
22/03/2012,3-16-11-10-523,162-265-324-365-523
22/03/2012,3-9-8-13-523,162-223-306-383-523
22/03/2012,3-9-8-14-523,162-223-306-389-523
23/03/2012,3-10-14-12-496,162-229-342-377-496
23/03/2012,3-9-8-12-523,162-223-306-377-523
24/03/2012,3-16-11-11-523,162-265-324-371-523
24/03/2012,3-23-14-12-523,162-307-342-377-523
24/03/2012,3-9-8-12-523,162-223-306-377-523
24/03/2012,3-9-8-13-523,162-223-306-383-523
25/03/2012,3-9-7-13-523,162-223-300-383-523
25/03/2012,3-9-7-13-523,162-223-300-383-523
25/03/2012,3-9-8-12-523,162-223-306-377-523
25/03/2012,3-9-8-12-523,162-223-306-377-523
26/03/2012,3-10-7-15-523,162-229-300-395-523
26/03/2012,3-11-12-16-523,162-235-330-401-523
26/03/2012,3-12-11-13-523,162-241-324-383-523
26/03/2012,3-12-11-13-523,162-241-324-383-523
26/03/2012,3-13-13-11-523,162-247-336-371-523
26/03/2012,3-9-8-12-523,162-223-306-377-523
26/03/2012,3-9-8-12-523,162-223-306-377-523
26/03/2012,3-9-8-12-523,162-223-306-377-523
26/03/2012,3-9-8-13-523,162-223-306-383-523
27/03/2012,3-12-11-13-523,162-241-324-383-523
27/03/2012,3-13-13-10-523,162-247-336-365-523
27/03/2012,3-16-10-11-523,162-265-318-371-523
27/03/2012,3-9-8-12-424,162-223-306-377-424
27/03/2012,3-9-8-12-523,162-223-306-377-523
27/03/2012,3-9-8-13-523,162-223-306-383-523
27/03/2012,3-9-8-13-523,162-223-306-383-523
27/03/2012,3-9-8-14-523,162-223-306-389-523
27/03/2012,3-9-9-12-523,162-223-312-377-523
27/03/2012,3-9-9-13-523,162-223-312-383-523
28/03/2012,3-10-14-0-496,162-229-342-0-496
28/03/2012,3-13-14-10-523,162-247-342-365-523
28/03/2012,3-15-11-10-496,162-259-324-365-496
28/03/2012,3-9-8-12-523,162-223-306-377-523
28/03/2012,3-9-8-13-523,162-223-306-383-523
29/03/2012,3-13-9-11-550,162-247-312-371-550
29/03/2012,3-13-9-11-550,162-247-312-371-550
29/03/2012,3-9-7-13-523,162-223-300-383-523
29/03/2012,3-9-8-13-523,162-223-306-383-523
30/03/2012,3-11-7-15-523,162-235-300-395-523
30/03/2012,3-12-15-14-523,162-241-348-389-523
30/03/2012,3-13-9-11-550,162-247-312-371-550
30/03/2012,3-9-7-13-523,162-223-300-383-523
30/03/2012,3-9-8-12-523,162-223-306-377-523
30/03/2012,3-9-8-12-523,162-223-306-377-523
30/03/2012,3-9-8-13-523,162-223-306-383-523
30/03/2012,3-9-9-12-523,162-223-312-377-523
31/03/2012,3-10-8-12-523,162-229-306-377-523
31/03/2012,3-13-9-11-550,162-247-312-371-550
31/03/2012,3-13-9-11-550,162-247-312-371-550
31/03/2012,3-9-8-12-523,162-223-306-377-523
31/03/2012,3-9-8-12-523,162-223-306-377-523
31/03/2012,3-9-8-12-523,162-223-306-377-523
1/04/2012,3-9-8-12-523,162-223-306-377-523
1/04/2012,3-9-8-14-523,162-223-306-389-523
2/04/2012,3-10-14-12-496,162-229-342-377-496
2/04/2012,3-10-7-15-523,162-229-300-395-523
2/04/2012,3-9-7-13-523,162-223-300-383-523
3/04/2012,3-15-13-11-523,162-259-336-371-523
3/04/2012,3-16-11-11-523,162-265-324-371-523
3/04/2012,3-24-14-11-523,162-313-342-371-523
3/04/2012,3-9-7-13-523,162-223-300-383-523
4/04/2012,3-9-7-13-523,162-223-300-383-523
4/04/2012,3-9-8-13-523,162-223-306-383-523
4/04/2012,3-9-8-13-523,162-223-306-383-523
4/04/2012,3-9-9-12-523,162-223-312-377-523
4/04/2012,3-9-9-15-523,162-223-312-395-523
4/04/2012,4-16-13-0-490,171-265-336-0-490
5/04/2012,3-27-7-21-496,162-331-300-431-496
5/04/2012,3-9-9-12-523,162-223-312-377-523
5/04/2012,4-14-14-0-490,171-253-342-0-490
5/04/2012,5-14-15-11-490,180-253-348-371-490
6/04/2012,3-12-9-12-523,162-241-312-377-523
6/04/2012,3-9-8-12-523,162-223-306-377-523
7/04/2012,3-9-9-13-523,162-223-312-383-523
8/04/2012,3-9-7-12-523,162-223-300-377-523
8/04/2012,3-9-9-13-523,162-223-312-383-523
9/04/2012,3-10-15-12-496,162-229-348-377-496
9/04/2012,3-10-7-14-523,162-229-300-389-523
9/04/2012,3-11-12-9-523,162-235-330-359-523
10/04/2012,3-10-7-14-523,162-229-300-389-523
10/04/2012,3-9-7-13-523,162-223-300-383-523
10/04/2012,3-9-7-15-523,162-223-300-395-523
10/04/2012,3-9-8-12-523,162-223-306-377-523
10/04/2012,3-9-8-13-523,162-223-306-383-523
10/04/2012,3-9-9-13-523,162-223-312-383-523
10/04/2012,4-14-10-0-490,171-253-318-0-490
11/04/2012,3-10-7-14-523,162-229-300-389-523
11/04/2012,3-11-12-9-523,162-235-330-359-523
11/04/2012,3-9-8-13-523,162-223-306-383-523
11/04/2012,3-9-9-13-523,162-223-312-383-523
12/04/2012,3-10-7-14-523,162-229-300-389-523
12/04/2012,3-10-7-14-523,162-229-300-389-523
12/04/2012,3-10-7-14-523,162-229-300-389-523
12/04/2012,3-13-10-11-523,162-247-318-371-523
12/04/2012,3-16-11-11-523,162-265-324-371-523
12/04/2012,3-9-8-13-523,162-223-306-383-523
12/04/2012,3-9-9-13-523,162-223-312-383-523
12/04/2012,3-9-9-13-523,162-223-312-383-523
12/04/2012,3-9-9-13-523,162-223-312-383-523
13/04/2012,3-10-14-12-496,162-229-342-377-496
13/04/2012,3-10-7-15-523,162-229-300-395-523
13/04/2012,3-10-8-9-523,162-229-306-359-523
13/04/2012,3-9-7-13-523,162-223-300-383-523
13/04/2012,3-9-8-13-523,162-223-306-383-523
13/04/2012,3-9-8-13-523,162-223-306-383-523
13/04/2012,3-9-9-13-523,162-223-312-383-523
14/04/2012,3-10-7-13-523,162-229-300-383-523
14/04/2012,3-10-7-13-523,162-229-300-383-523
14/04/2012,3-10-7-9-523,162-229-300-359-523
14/04/2012,3-9-7-13-523,162-223-300-383-523
15/04/2012,3-10-7-13-523,162-229-300-383-523
15/04/2012,3-10-7-13-523,162-229-300-383-523
16/04/2012,3-10-7-13-523,162-229-300-383-523
16/04/2012,3-10-7-13-523,162-229-300-383-523
16/04/2012,3-10-7-13-523,162-229-300-383-523
16/04/2012,3-10-7-13-523,162-229-300-383-523
16/04/2012,3-12-11-13-523,162-241-324-383-523
16/04/2012,3-14-11-13-523,162-253-324-383-523
16/04/2012,3-17-12-11-523,162-271-330-371-523
16/04/2012,3-23-13-11-523,162-307-336-371-523
16/04/2012,3-9-7-13-523,162-223-300-383-523
16/04/2012,3-9-7-13-523,162-223-300-383-523
17/04/2012,3-10-7-13-523,162-229-300-383-523
17/04/2012,3-10-7-13-523,162-229-300-383-523
17/04/2012,3-10-7-13-523,162-229-300-383-523
17/04/2012,3-10-7-13-523,162-229-300-383-523
17/04/2012,3-10-7-13-523,162-229-300-383-523
17/04/2012,3-10-7-13-523,162-229-300-383-523
17/04/2012,3-17-12-11-523,162-271-330-371-523
17/04/2012,3-22-13-11-523,162-301-336-371-523
18/04/2012,3-9-8-13-523,162-223-306-383-523
18/04/2012,3-9-8-14-523,162-223-306-389-523
18/04/2012,3-9-9-13-523,162-223-312-383-523
19/04/2012,3-12-11-13-523,162-241-324-383-523
19/04/2012,4-16-13-0-517,171-265-336-0-517
20/04/2012,3-23-13-11-523,162-307-336-371-523
20/04/2012,4-11-0-0-463,171-235-0-0-463
20/04/2012,4-16-13-0-517,171-265-336-0-517
21/04/2012,3-11-11-17-523,162-235-324-407-523
21/04/2012,3-13-11-9-523,162-247-324-359-523
21/04/2012,3-9-8-0-523,162-223-306-383-523
22/04/2012,3-9-7-13-523,162-223-300-383-523
23/04/2012,3-10-7-13-523,162-229-300-383-523
23/04/2012,3-12-15-13-523,162-241-348-383-523
23/04/2012,3-13-11-9-523,162-247-324-359-523
23/04/2012,3-13-8-0-523,162-247-306-0-523
23/04/2012,3-24-13-12-523,162-313-336-377-523
23/04/2012,3-9-8-0-523,162-223-306-377-523
23/04/2012,3-9-8-12-523,162-223-306-377-523
23/04/2012,3-9-8-12-523,162-223-306-377-523
23/04/2012,5-18-18-0-358,180-277-366-0-358
24/04/2012,3-10-8-9-523,162-229-306-359-523
24/04/2012,3-14-9-15-523,162-253-312-395-523
24/04/2012,3-9-7-13-496,162-223-300-383-496
24/04/2012,3-9-8-12-523,162-223-306-377-523
24/04/2012,3-9-8-12-523,162-223-306-377-523
24/04/2012,3-9-8-12-523,162-223-306-377-523
24/04/2012,3-9-9-13-523,162-223-312-383-523
24/04/2012,3-9-9-15-523,162-223-312-395-523
24/04/2012,3-9-9-15-523,162-223-312-395-523
26/04/2012,3-10-14-12-496,162-229-342-377-496
26/04/2012,3-12-15-13-523,162-241-348-383-523
26/04/2012,3-15-19-0-523,162-259-372-371-523
26/04/2012,3-19-13-13-523,162-283-336-383-523
26/04/2012,3-24-12-12-523,162-313-330-377-523
26/04/2012,3-24-12-12-523,162-313-330-377-523
26/04/2012,3-9-8-12-523,162-223-306-377-523
26/04/2012,3-9-8-12-523,162-223-306-377-523
26/04/2012,3-9-8-12-523,162-223-306-377-523
26/04/2012,4-13-10-0-490,171-247-318-0-490
26/04/2012,4-15-11-0-490,171-259-324-0-490
26/04/2012,6-11-20-13-490,189-235-378-383-490
27/04/2012,3-12-15-13-523,162-241-348-383-523
27/04/2012,3-12-15-13-523,162-241-348-383-523
27/04/2012,3-13-11-9-523,162-247-324-359-523
27/04/2012,3-13-11-9-523,162-247-324-359-523
27/04/2012,3-9-8-0-523,162-223-306-377-523
27/04/2012,3-9-8-12-523,162-223-306-377-523
27/04/2012,3-9-9-15-523,162-223-312-395-523
28/04/2012,3-10-7-13-523,162-229-300-383-523
28/04/2012,3-13-11-9-523,162-247-324-359-523
28/04/2012,3-9-8-13-523,162-223-306-383-523
28/04/2012,4-21-10-0-490,171-295-318-0-490
29/04/2012,3-12-11-9-523,162-241-324-359-523
29/04/2012,3-13-11-9-523,162-247-324-359-523
29/04/2012,3-13-16-9-523,162-247-354-359-523
29/04/2012,3-9-7-15-523,162-223-300-395-523
29/04/2012,4-13-9-0-490,171-247-312-0-490
30/04/2012,3-12-15-14-523,162-241-348-389-523
30/04/2012,3-13-13-11-523,162-247-336-371-523
30/04/2012,3-16-11-10-523,162-265-324-365-523
30/04/2012,3-9-7-13-523,162-223-300-383-523
30/04/2012,5-10-12-9-490,180-229-330-359-490
1/05/2012,3-10-14-12-496,162-229-342-377-496
1/05/2012,3-13-11-9-523,162-247-324-359-523
1/05/2012,3-13-13-11-523,162-247-336-371-523
1/05/2012,5-10-12-9-490,180-229-330-359-490
2/05/2012,3-9-8-13-523,162-223-306-383-523
2/05/2012,3-9-8-13-523,162-223-306-383-523
2/05/2012,3-9-9-13-523,162-223-312-383-523
2/05/2012,3-9-9-13-523,162-223-312-383-523
3/05/2012,3-12-11-13-523,162-241-324-383-523
3/05/2012,3-12-11-13-523,162-241-324-383-523
3/05/2012,3-12-15-13-523,162-241-348-383-523
3/05/2012,3-12-9-13-523,162-241-312-383-523
3/05/2012,3-15-11-11-523,162-259-324-371-523
3/05/2012,3-16-11-11-523,162-265-324-371-523
3/05/2012,3-23-13-11-523,162-307-336-371-523
4/05/2012,3-9-8-12-523,162-223-306-377-523
4/05/2012,3-9-8-13-523,162-223-306-383-523
4/05/2012,3-9-8-13-523,162-223-306-383-523
4/05/2012,4-10-0-0-463,171-229-0-0-463
5/05/2012,3-12-11-13-523,162-241-324-383-523
5/05/2012,3-15-8-15-523,162-259-306-395-523
5/05/2012,3-9-7-13-523,162-223-300-383-523
5/05/2012,4-16-13-0-517,171-265-336-0-517
7/05/2012,3-14-11-12-523,162-253-324-377-523
7/05/2012,3-9-9-13-523,162-223-312-383-523
7/05/2012,4-15-11-0-490,171-259-324-0-490
8/05/2012,3-12-15-13-523,162-241-348-383-523
8/05/2012,3-14-9-14-523,162-253-312-389-523
8/05/2012,3-14-9-14-523,162-253-312-389-523
8/05/2012,3-24-12-12-523,162-313-330-377-523
8/05/2012,3-24-12-12-523,162-313-330-377-523
8/05/2012,4-16-17-14-523,171-265-360-389-523
8/05/2012,4-9-13-0-544,171-223-336-0-544
9/05/2012,3-17-10-12-523,162-271-318-377-523
10/05/2012,3-10-15-12-496,162-229-348-377-496
10/05/2012,3-13-9-11-550,162-247-312-371-550
10/05/2012,3-23-16-14-523,162-307-354-389-523
10/05/2012,3-9-7-13-523,162-223-300-383-523
10/05/2012,3-9-9-14-523,162-223-312-389-523
11/05/2012,3-10-7-13-523,162-229-300-383-523
11/05/2012,3-12-15-13-523,162-241-348-383-523
11/05/2012,3-23-13-11-523,162-307-336-371-523
11/05/2012,3-9-8-12-523,162-223-306-377-523
11/05/2012,3-9-8-12-523,162-223-306-377-523
11/05/2012,5-14-9-9-490,180-253-312-359-490
12/05/2012,3-13-11-9-523,162-247-324-359-523
12/05/2012,3-14-10-14-523,162-253-318-389-523
12/05/2012,3-23-13-10-523,162-307-336-365-523
12/05/2012,3-24-12-11-523,162-313-330-371-523
13/05/2012,3-13-11-9-523,162-247-324-359-523
14/05/2012,3-24-12-11-523,162-313-330-371-523
15/05/2012,3-9-7-13-523,162-223-300-383-523
15/05/2012,3-9-8-14-523,162-223-306-389-523
15/05/2012,4-13-11-0-490,171-247-324-0-490
16/05/2012,3-12-11-13-523,162-241-324-383-523
16/05/2012,3-9-7-12-523,162-223-300-377-523
17/05/2012,3-14-12-12-523,162-253-330-377-523
17/05/2012,3-23-13-11-523,162-307-336-371-523
18/05/2012,3-12-10-13-523,162-241-318-383-523
18/05/2012,3-23-13-11-523,162-307-336-371-523
19/05/2012,3-12-9-13-523,162-241-312-383-523
21/05/2012,3-12-11-13-523,162-241-324-383-523
21/05/2012,3-12-9-13-523,162-241-312-383-523
22/05/2012,3-9-7-13-523,162-223-300-383-523
22/05/2012,3-9-8-13-523,162-223-306-383-523
22/05/2012,5-16-7-9-490,180-265-300-359-490
23/05/2012,3-10-13-12-496,162-229-336-377-496
23/05/2012,3-10-13-12-496,162-229-336-377-496
23/05/2012,3-9-8-14-523,162-223-306-389-523
24/05/2012,3-10-14-12-496,162-229-342-377-496
24/05/2012,3-11-8-7-523,162-235-306-347-523
24/05/2012,3-24-12-11-523,162-313-330-371-523
24/05/2012,3-9-8-13-523,162-223-306-383-523
24/05/2012,3-9-9-12-523,162-223-312-377-523
25/05/2012,3-16-12-11-523,162-265-330-371-523
25/05/2012,3-23-13-10-523,162-307-336-365-523
25/05/2012,3-23-13-10-523,162-307-336-365-523
25/05/2012,3-24-15-12-523,162-313-348-377-523
26/05/2012,3-9-7-12-523,162-223-300-377-523
27/05/2012,4-14-10-0-490,171-253-318-0-490
28/05/2012,3-10-7-15-523,162-229-300-395-523
28/05/2012,3-12-14-13-523,162-241-342-383-523
29/05/2012,3-12-11-13-523,162-241-324-383-523
29/05/2012,3-13-11-9-523,162-247-324-359-523
30/05/2012,3-10-8-9-523,162-229-306-359-523
30/05/2012,3-12-12-9-523,162-241-330-359-523
30/05/2012,3-23-13-10-523,162-307-336-365-523
31/05/2012,3-10-14-12-496,162-229-342-377-496
31/05/2012,3-17-12-11-523,162-271-330-371-523
1/06/2012,3-12-9-13-523,162-241-312-383-523
1/06/2012,4-15-10-0-490,171-259-318-0-490
2/06/2012,3-10-8-9-523,162-229-306-359-523
2/06/2012,3-12-9-13-523,162-241-312-383-523
3/06/2012,3-12-11-13-523,162-241-324-383-523
3/06/2012,3-13-10-12-523,162-247-318-377-523
3/06/2012,3-13-11-9-523,162-247-324-359-523
4/06/2012,3-10-14-12-496,162-229-342-377-496
4/06/2012,3-17-9-12-523,162-271-312-377-523
4/06/2012,3-9-7-14-523,162-223-300-389-523
5/06/2012,3-14-11-12-523,162-253-324-377-523
6/06/2012,3-11-7-9-469,162-235-300-359-469
6/06/2012,3-9-7-14-523,162-223-300-389-523
7/06/2012,4-15-13-0-490,171-259-336-0-490
8/06/2012,3-10-8-9-523,162-229-306-359-523
8/06/2012,3-9-7-13-523,162-223-300-383-523
8/06/2012,3-9-7-13-523,162-223-300-383-523
9/06/2012,5-18-10-12-490,180-277-318-377-490
11/06/2012,3-12-16-13-523,162-241-354-383-523
12/06/2012,3-12-9-12-523,162-241-312-377-523
12/06/2012,3-13-11-13-523,162-247-324-383-523
12/06/2012,3-9-7-15-523,162-223-300-395-523
12/06/2012,3-9-9-13-523,162-223-312-383-523
13/06/2012,3-12-11-13-523,162-241-324-383-523
13/06/2012,3-9-18-12-523,162-223-366-377-523
13/06/2012,3-9-7-14-523,162-223-300-389-523
13/06/2012,3-9-8-12-523,162-223-306-377-523
14/06/2012,3-9-7-14-523,162-223-300-389-523
15/06/2012,3-17-9-12-523,162-271-312-377-523
15/06/2012,3-9-8-12-523,162-223-306-377-523
16/06/2012,3-9-7-15-523,162-223-300-395-523
18/06/2012,3-12-11-13-523,162-241-324-383-523
18/06/2012,3-13-10-12-523,162-247-318-377-523
18/06/2012,3-13-10-12-523,162-247-318-377-523
19/06/2012,3-10-7-13-523,162-229-300-383-523
19/06/2012,3-12-11-13-523,162-241-324-383-523
19/06/2012,3-12-11-13-523,162-241-324-383-523
19/06/2012,3-12-15-13-523,162-241-348-383-523
19/06/2012,3-13-10-11-523,162-247-318-371-523
